"planet_id";"planet_name";"planet_status";"mass";"mass_error_min";"mass_error_max";"mass_sini";"mass_sini_error_min";"mass_sini_error_max";"radius";"radius_error_min";"radius_error_max";"orbital_period";"orbital_period_error_min";"orbital_period_error_max";"semi_major_axis";"semi_major_axis_error_min";"semi_major_axis_error_max";"eccentricity";"eccentricity_error_min";"eccentricity_error_max";"inclination";"inclination_error_min";"inclination_error_max";"angular_distance";"discovered";"updated";"omega";"omega_error_min";"omega_error_max";"tperi";"tperi_error_min";"tperi_error_max";"tconj";"tconj_error_min";"tconj_error_max";"tzero_tr";"tzero_tr_error_min";"tzero_tr_error_max";"tzero_tr_sec";"tzero_tr_sec_error_min";"tzero_tr_sec_error_max";"lambda_angle";"lambda_angle_error_min";"lambda_angle_error_max";"impact_parameter";"impact_parameter_error_min";"impact_parameter_error_max";"tzero_vr";"tzero_vr_error_min";"tzero_vr_error_max";"k";"k_error_min";"k_error_max";"temp_calculated";"temp_calculated_error_min";"temp_calculated_error_max";"temp_measured";"hot_point_lon";"geometric_albedo";"geometric_albedo_error_min";"geometric_albedo_error_max";"log_g";"publication";"detection_type";"mass_detection_type";"radius_detection_type";"alternate_names";"molecules";"star_name";"ra";"dec";"mag_v";"mag_i";"mag_j";"mag_h";"mag_k";"star_distance";"star_distance_error_min";"star_distance_error_max";"star_metallicity";"star_metallicity_error_min";"star_metallicity_error_max";"star_mass";"star_mass_error_min";"star_mass_error_max";"star_radius";"star_radius_error_min";"star_radius_error_max";"star_sp_type";"star_age";"star_age_error_min";"star_age_error_max";"star_teff";"star_teff_error_min";"star_teff_error_max";"star_detected_disc";"star_magnetic_field";"star_alternate_names";"x";"y";"z";"star_id";"distance_to_host_star"
491;"HD 101930 b";"Confirmed";;;;"0.3";;;;;;"70.46";"0.18";"0.18";"0.302";;;"0.11";"0.02";"0.02";;;;"0.009905";2005;"2014-08-30";"251.0";"11.0";"11.0";"2453145.0";"2.0";"2.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 101930";175.875;-58.0066667;"8.21";;;;;30.49;;;"0.17";"0.06";"0.06";"0.74";"0.05";"0.05";;;;"K1 V";"5.39";;;"5079.0";"62.0";"62.0";;;;-16.1123819732382;1.16201659807297;-25.8588662662204;3808;1.28439980030655
492;"HD 102117 b";"Confirmed";;;;"0.172";"0.018";"0.018";;;;"20.67";"0.04";"0.04";"0.1532";"0.0088";"0.0088";"0.106";"0.07";"0.07";;;;"0.003648";2004;"2014-08-30";"283.0";"3.0";"3.0";"2450942.9";"3.0";"3.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 102117";176.2083333;-58.7036111;"7.47";;;;;42;;;"0.3";"0.03";"0.03";"1.03";"0.05";"0.05";"1.27";;;"G6V";"6.21";;;"5672.0";"22.0";"22.0";;;;-21.769784355463;1.44276726971108;-35.8886460001222;5910;2.30170026157343
493;"HD 102195 b";"Confirmed";"0.46";"0.03";"0.03";;;;;;;"4.113775";"0.00057";"0.00057";"0.049";;;"0.0";"0.0";"0.0";"78.0";"6.0";"6.0";"0.001691";2005;"2019-04-11";"360.0";"0.0";"0.0";;;;;;;;;;;;;;;;;;;"2453895.96";"0.03";"0.03";;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;"CH4, H2O";"HD 102195";176.425;2.8213889;"8.05";;;;;28.98;"1.0";"1.0";"0.05";"0.05";"0.05";"0.926";"0.016";"0.016";"0.835";"0.016";"0.016";"K0V";"2.4";"1.8";"1.8";"5291.0";"34.0";"34.0";;;;-28.888545541825;1.80485867706424;1.4264717430538;3882;0.658400744282505
496;"HD 102329 b";"Confirmed";;;;"5.9";"0.3";"0.3";;;;"778.1";"7.1";"7.1";"2.01";"0.05";"0.05";"0.211";"0.044";"0.044";;;;"0.012722";2011;"2011-09-01";"182.0";"10.0";"10.0";"2455096.0";"20.0";"20.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 102329";176.6958333;3.4741667;"8.04";;;;;158;"21.0";"21.0";"0.3";"0.03";"0.03";"1.95";"0.14";"0.14";"6.3";"0.1";"0.1";;"1.6";"0.4";"0.4";"4830.0";"44.0";"44.0";;;;-157.447459011003;9.08985147568594;9.57456271213713;44169;0.022474115670898
497;"HD 102329 c";"Confirmed";;;;"1.52";"0.25";"0.3";;;;"1123.0";"53.0";"79.0";;;;"0.209";"0.202";"0.231";;;;;2010;"2021-03-30";"21.0";"74.0";"165.0";"2454736.0";"200.0";"569.0";;;;;;;;;;;;;;;;;;;"27.4";"4.5";"6.8";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 102329";176.6958333;3.4741667;"8.04";;;;;158;"21.0";"21.0";"0.3";"0.03";"0.03";"1.95";"0.14";"0.14";"6.3";"0.1";"0.1";;"1.6";"0.4";"0.4";"4830.0";"44.0";"44.0";;;;-157.447459011003;9.08985147568594;9.57456271213713;44169;0.022474115670898
498;"HD 102365 A b";"Confirmed";;;;"0.05";"0.008";"0.008";;;;"122.1";"0.3";"0.3";"0.46";"0.04";"0.04";"0.34";"0.14";"0.14";;;;"0.049784";2011;"2019-12-13";"105.0";"22.0";"22.0";"2450129.0";"11.0";"11.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;"HD 102365 b";;"HD 102365 A";176.6291667;-40.5002778;"4.89";;;;;9.24;"0.06";"0.06";"-0.28";"0.07";"0.07";"0.85";;;;;;"G2V";"9.0";"3.0";"3.0";"5650.0";"100.0";"100.0";"IR Excess";;"HD 102365";-7.0139660540335;0.413123377261363;-6.00093403296736;278;0.00100114910897932
499;"HD 102843 b";"Confirmed";;;;"0.3584";"0.0456";"0.0456";;;;"3090.9";"295.0";"295.0";"4.074";"0.27";"0.27";"0.11";"0.07";"0.07";;;;;2019;"2019-04-26";"108.7";"49.4";"49.4";;;;;;;;;;;;;;;;;;;;;;"5.24";"0.6";"0.6";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 102843";177.59;-1.25;;;;;;62.85;"0.19";"0.19";;;;"0.95";"0.05";"0.05";;;;"K0V";;;;"5436.0";"69.0";"144.0";;;;-62.7794661957262;2.64221564362542;-1.37106552442217;13096;3.12729630428055
500;"HD 102956 b";"Confirmed";;;;"0.96";"0.023";"0.023";;;;"6.4947";"0.00019";"0.00019";"0.0807";"0.0073";"0.0073";"0.037";"0.019";"0.019";;;;"0.000643";2010;"2021-04-12";"301.0";"33.0";"33.0";"2455351.45";"0.64";"0.64";;;;;;;;;;;;;;;;;;;"74.6";"1.8";"1.8";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 102956";177.8458333;57.6408333;"8.0";;;;;126;"13.0";"13.0";"0.19";"0.04";"0.04";"1.68";"0.11";"0.11";"4.4";"0.1";"0.1";"A";"2.3";"5.0";"5.0";"5054.0";"44.0";"44.0";;;;-67.3906824572476;2.53490233241744;106.433407293535;33846;0.262611390102593
501;"HD 103197 b";"Confirmed";;;;"0.098";"0.006";"0.006";;;;"47.84";"0.03";"0.03";"0.249";"0.004";"0.004";"0.0";;;;;;"0.005051";2009;"2010-10-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 103197";178.2208333;-50.2927778;"9.41";;;;;49.3;"3.6";"3.6";"0.21";"0.04";"0.04";"0.9";;;;;;"K1V";"9.1";;;"5303.0";"58.0";"58.0";;;;-31.4808507018983;0.977867672913049;-37.9274282531661;8289;1.54357934440508
502;"HD 103720 b";"Confirmed";;;;"0.62";"0.025";"0.025";;;;"4.5557";"0.0001";"0.0001";"0.0498";"0.0008";"0.0008";"0.086";"0.024";"0.024";;;;;2014;"2015-01-08";"262.0";"15.0";"15.0";"2455387.46";"0.04";"0.04";;;;;;;;;;;;;;;;;;;"89.0";"2.0";"2.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 103720";179.170833347;-2.778888914;"9.49";;;;;41.6;"2.1";"2.1";"-0.02";"0.06";"0.06";"0.794";"0.04";"0.04";"0.73";"0.02";"0.02";"K3V";"3.8";"3.7";"3.7";"5017.0";"88.0";"88.0";;;;-41.5467303144177;0.601293301277481;-2.01684073413948;6384;0.0200075297033058
503;"HD 103774 A b";"Confirmed";;;;"0.367";"0.022";"0.022";;;;"5.8881";"0.0005";"0.0005";"0.07";"0.001";"0.001";"0.09";"0.04";"0.04";;;;;2013;"2019-12-12";"318.0";"64.0";"64.0";"2455675.4";"2.0";"2.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;"HD 103774 b";;"HD 103774 A";179.2333;-12.1078;"7.12";;;;;55;"2.0";"2.0";"0.28";"0.06";"0.06";"1.335";"0.06";"0.06";;;;"F5V";"1.05";"0.64";"0.64";"6489.0";"77.0";"77.0";;;"HD 103774";-53.7716933948432;0.719585606135653;-11.536341968164;10293;0.463102029420996
504;"HD 103949 b";"Confirmed";;;;"0.0352";"0.0072";"0.0072";;;;"120.878";"0.45";"0.45";"0.439";"0.009";"0.009";"0.19";"0.12";"0.12";;;;;2019;"2019-04-26";"127.74";"68.3";"68.3";;;;;;;;;;;;;;;;;;;;;;"1.77";"0.35";"0.35";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 103949";179.55;-23.92;;;;;;26.52;"0.05";"0.05";;;;"0.77";"0.04";"0.04";;;;"K3V";;;;"4792.0";"54.0";"66.0";;;;-24.2415152398792;0.190396330357439;-10.7528176824539;3203;0.892101831126794
505;"HD 104067 b";"Confirmed";;;;"0.186";"0.014";"0.014";;;;"55.806";"0.049";"0.049";"0.2643";"0.0045";"0.0045";"0.0";;;;;;"0.012707";2009;"2011-07-04";;;;;;;;;;;;;;;;;;;;;;"2454043.15";"0.056";"0.056";;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 104067";179.7916667;-20.3538889;"7.93";;;;;20.8;"0.04";"0.04";"-0.06";"0.05";"0.05";"0.791";"0.02";"0.02";;;;"K2V";"4.33";"3.99";"3.99";"4969.0";"72.0";"72.0";"IR Excess";;;-19.5011651233762;0.0709085385249229;-7.23460647236473;2130;0.265791985750987
507;"HD 104985 b";"Confirmed";;;;"8.3";;;;;;"199.505";"0.085";"0.085";"0.95";;;"0.09";"0.009";"0.009";;;;"0.007647";2003;"2016-01-22";"203.5";"5.7";"5.7";"2451927.5";"3.3";"3.3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 104985";181.3125;76.9055556;"5.79";;;;;102;;;"-0.35";;;"1.6";;;"10.87";"0.36";"0.36";"G9 III";"2.95";"0.65";"0.65";"4786.0";;;;;;-23.1027374375099;-0.529317310145254;99.3477898399288;23669;4.91277848787847
508;"HD 106252 b";"Confirmed";"32.86";"25.3";"39.46";"7.56";;;;;;"1600.0";"18.0";"18.0";"2.7";;;"0.47";"0.028";"0.028";"166.7";"160.2";"7.3";"0.072115";2002;"2015-09-14";"292.2";"3.2";"3.2";"51871.0";"17.0";"17.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 106252";183.3708333;10.0413889;"7.36";;;;;37.44;;;"-0.078";;;"0.96";;;"1.09";;;"G0";"5.02";;;"5754.0";;;;;;-36.8027130902441;-2.16768387629695;6.52802081871792;5462;0.267404452365064
509;"HD 106270 b";"Confirmed";;;;"11.0";"0.8";"0.8";;;;"2890.0";"390.0";"390.0";"4.3";"0.4";"0.4";"0.402";"0.054";"0.054";;;;"0.050648";2011;"2011-09-01";"15.4";"0.4";"0.4";"2454830.0";"390.0";"390.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 106270";183.4041667;-9.5133333;"7.73";;;;;84.9;"5.7";"5.7";"0.08";"0.03";"0.03";"1.32";"0.092";"0.092";"2.5";"0.1";"0.1";"G5";"4.3";"0.6";"0.6";"5638.0";"44.0";"44.0";;;;-83.5846396881389;-4.97194258058966;-14.0320274792817;19425;0.0105442738559824
510;"HD 106315 b";"Confirmed";"0.03964";"0.01007";"0.01007";;;;"0.218";"0.015";"0.015";"9.55237";"0.00089";"0.00089";"0.0907";"0.001";"0.001";"0.093";"0.068";"0.11";"87.54";"0.32";"0.32";;2017;"2021-02-05";"239.0";"200.0";"74.0";;;;"2457586.5487";"0.0029";"0.0029";"2457586.5479";"0.003";"0.003";;;;;;;"0.67";"0.1";"0.1";;;;"3.63";"0.92";"0.92";"1153.0";"25.0";"25.0";;;;;;;"Published in a refereed paper";"Primary Transit";"Radial Velocity";"Primary Transit";"2MASS J12135339-0023365 b, BD+00 2910 b, EPIC 201437844 b, EPIC 201437844.01, GSC 04940-00868 b, K2-109 b, SAO 138659 b, TYC 4940-868-1 b, WISE J121353.39-002336.4 b";;"HD 106315";183.472473;-0.393484;"9.0";;"8.116";"7.962";;109;"5.0";"5.0";"-0.311";"0.079";"0.079";"1.09";"0.04";"0.04";"1.3";"0.06";"0.06";"F5 V";"4.48";"-0.96";"0.96";"6327.0";"48.0";"48.0";;;"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4";-108.797311739388;-6.60186442251693;-0.748561573375187;28727;2.89464643309562
511;"HD 106315 c";"Confirmed";"0.04782";"0.01164";"0.01164";;;;"0.388";"0.021";"0.021";"21.05704";"0.00046";"0.00046";"0.1536";"0.0017";"0.0017";"0.22";"0.15";"0.15";"88.61";"0.25";"0.7";;2017;"2021-02-05";"96.0";"35.0";"88.0";;;;"2457569.0173";"0.0014";"0.0014";"2457569.0178";"0.0012";"0.0012";;;;;;;"0.52";"0.31";"0.17";;;;"3.43";"0.83";"0.83";"886.0";"20.0";"20.0";;;;;;;"Published in a refereed paper";"Primary Transit";"Radial Velocity";"Primary Transit";"2MASS J12135339-0023365 c, BD+00 2910 c, EPIC 201437844 c, EPIC 201437844.02, GSC 04940-00868 c, K2-109 c, SAO 138659 c, TYC 4940-868-1 c, WISE J121353.39-002336.4 c";;"HD 106315";183.472473;-0.393484;"9.0";;"8.116";"7.962";;109;"5.0";"5.0";"-0.311";"0.079";"0.079";"1.09";"0.04";"0.04";"1.3";"0.06";"0.06";"F5 V";"4.48";"-0.96";"0.96";"6327.0";"48.0";"48.0";;;"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4";-108.797311739388;-6.60186442251693;-0.748561573375187;28727;2.89464643309562
512;"HD 10647 b";"Confirmed";;;;"0.93";"0.18";"0.18";;;;"1003.0";"56.0";"56.0";"2.03";"0.15";"0.15";"0.1";"0.01";"0.01";;;;"0.117341";2003;"2016-01-14";"108.9";"8.2";"8.2";"2453654.0";"99.0";"99.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Announced on a professional conference";"Radial Velocity";;;;;"HD 10647";25.6208333;-53.7408333;"5.52";;;;;17.3;;;"-0.078";;;"1.1";;;"1.1";;;"F8V";"4.8";"2.2";"2.2";"6039.0";;;"Imaging";;"q1 Eri";9.22584204385658;4.42440826291865;-13.9498548417116;1396;0.133916061435917
513;"HD 106515 A b";"Confirmed";;;;"9.61";"0.14";"0.14";;;;"3630.0";"14.2";"14.2";"4.59";"0.01";"0.01";"0.572";"0.011";"0.011";;;;;2011;"2019-06-13";"123.8";"2.5";"2.5";"2451844.0";"27.0";"27.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 106515 A";183.7791667;-7.2572222;"7.35";;;;;35.2;"1.0";"1.0";"0.01";;;"0.91";"0.03";"0.03";;;;"G5";"6.0";"2.0";"2.0";"5232.0";;;;;;-34.8420847905643;-2.30148421557516;-4.44660520538833;4917;0.0133527349420837
514;"HD 106574 b";"Confirmed";;;;"8.5";"1.1";"1.1";;;;"1065.7";"14.6";"14.6";"2.2";"0.1";"0.1";"0.03";"0.03";"0.03";;;;;2018;"2018-08-15";"44.66";"122.15";"122.15";"2455585.0";"360.0";"360.0";;;;;;;;;;;;;;;;;;;"149.0";"8.0";"8.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 106574";181.285385562;70.2000081633;"5.88";;;;;143;"6.0";"6.0";"-0.43";"0.04";"0.04";"1.2";"0.1";"0.1";"17.1";"0.9";"0.9";"K2 III";"4.6";"1.3";"1.3";"4501.0";"33.0";"33.0";;;;-48.4273142861019;-1.08661084976496;134.545956861945;39315;2.11717985551088
515;"HD 106906 (AB) b";"Confirmed";"11.0";"2.0";"2.0";;;;;;;;;;"850.0";"260.0";"560.0";;;;"56.0";"21.0";"12.0";;2013;"2020-12-11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Imaging";"Spectrum";;"HD 106906 b";;"HD 106906 (AB)";184.471630975;-55.9755251461;"7.8";;;;;92;"6.0";"6.0";"0.04";"0.02";"0.01";"1.5";"0.1";"0.1";;;;"F5V";"0.013";"0.002";"0.002";"6798.0";"40.0";"20.0";"Imaging";;;-51.3216260901731;-4.01353214454996;-76.249473802677;21911;0.0810752643682058
516;"HD 10697 b";"Confirmed";"6.837";"0.532";"2.637";"6.383";"0.078";"0.078";"1.152";;;"1075.69";"0.82";"0.82";"2.14";"0.088";"0.088";"0.1043";"0.0083";"0.0083";"69.0";"26.0";"26.0";"0.066339";2000;"2018-12-30";"114.9";"6.0";"6.0";"2451492.0";"17.0";"17.0";;;;;;;;;;;;;;;;;;;"116.9";"1.3";"1.3";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";"Theoretical";"109 Psc b";;"HD 10697";26.2326;20.08315;"6.29";;;;;32.56;"0.88";"0.88";"0.1";"0.06";"0.06";"1.13";"0.03";"0.03";"1.79";"0.17";"0.17";"G5 IV";"6.9";"0.6";"0.6";"5600.0";"80.0";"80.0";;;"109 Psc";27.4306524224857;13.5169461095368;11.1805668706314;4417;0.0129060279049527
517;"HD 107148 b";"Confirmed";;;;"0.21";"0.036";"0.036";;;;"48.056";"0.057";"0.057";"0.269";"0.016";"0.016";"0.05";"0.17";"0.17";;;;"0.005244";2006;"2014-02-13";"75.0";;;"2439969.0";"12.0";"12.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 107148";184.8041667;-3.3197222;"8.01";;;;;51.3;"2.6";"2.6";"0.314";;;"1.12";;;;;;"G5";"5.6";;;"5797.0";;;;;;-51.0339894762736;-4.2891813495549;-2.97066347576136;9065;0.0967168501677567
